t_stamp,y,Setting_A,Setting_B,Setting_C,Setting_D,Setting_E
2023-04-13 12:02:54.093,67.05849686,0.0,0.0,0.0,0.0,1
2023-04-13 12:03:54.093,67.35204163,0.0,0.0,0.0,0.0,1
2023-04-13 12:04:54.097,67.75573196,0.0,0.0,0.0,0.0,1
2023-04-13 12:05:54.097,68.23278656000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:06:54.100,68.5631012,0.0,0.0,0.0,0.0,1
2023-04-13 12:07:54.103,69.00347748,0.0,0.0,0.0,0.0,1
2023-04-13 12:08:54.103,69.29705276000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:09:54.107,69.59068146000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:10:54.107,69.88422623000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:11:54.110,70.06773987,0.0,0.0,0.0,0.0,1
2023-04-13 12:12:54.110,70.17779770000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:13:54.113,70.43465652,0.0,0.0,0.0,0.0,1
2023-04-13 12:14:54.117,70.58148804000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:15:54.117,70.69159927000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:16:54.117,70.83834305,0.0,0.0,0.0,0.0,1
2023-04-13 12:17:54.120,71.0218605,0.0,0.0,0.0,0.0,1
2023-04-13 12:18:54.123,71.13197556,0.0,0.0,0.0,0.0,1
2023-04-13 12:19:54.123,71.31540527000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:20:54.127,71.46223297,0.0,0.0,0.0,0.0,1
2023-04-13 12:21:54.130,71.46223297,0.0,0.0,0.0,0.0,1
2023-04-13 12:22:54.130,71.46223297,0.0,0.0,0.0,0.0,1
2023-04-13 12:23:54.130,71.53560486,0.0,0.0,0.0,0.0,1
2023-04-13 12:24:54.133,71.57234802,0.0,0.0,0.0,0.0,1
2023-04-13 12:25:54.133,71.57234802,0.0,0.0,0.0,0.0,1
2023-04-13 12:26:54.137,71.57234802,0.0,0.0,0.0,0.0,1
2023-04-13 12:27:54.140,71.57234802,0.0,0.0,0.0,0.0,1
2023-04-13 12:28:54.140,71.64571991000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:29:54.143,71.7190918,0.0,0.0,0.0,0.0,1
2023-04-13 12:30:54.147,71.64571991000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:31:54.147,71.64571991000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:32:54.150,71.79254761,0.0,0.0,0.0,0.0,1
2023-04-13 12:33:54.150,71.9392952,0.0,0.0,0.0,0.0,1
2023-04-13 12:34:54.153,71.9392952,0.0,0.0,0.0,0.0,1
2023-04-13 12:35:54.157,71.97597733,0.0,0.0,0.0,0.0,1
2023-04-13 12:36:54.157,72.08609619,0.0,0.0,0.0,0.0,1
2023-04-13 12:37:54.157,72.23292007,0.0,0.0,0.0,0.0,1
2023-04-13 12:38:54.160,72.30629578,0.0,0.0,0.0,0.0,1
2023-04-13 12:39:54.160,72.48978271,0.0,0.0,0.0,0.0,1
2023-04-13 12:40:54.163,72.48978271,0.0,0.0,0.0,0.0,1
2023-04-13 12:41:54.163,72.56315079000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:42:54.167,72.70998230000001,0.0,0.0,0.0,0.0,1
2023-04-13 12:43:54.167,72.74666824,0.0,0.0,1.0,0.0,0
2023-04-13 12:44:54.170,72.59984055000001,0.0,0.0,1.0,0.0,0
2023-04-13 12:45:54.173,71.90260544,0.0,0.0,1.0,0.0,0
2023-04-13 12:46:54.173,71.35217514000001,0.0,0.0,1.0,0.0,0
2023-04-13 12:47:54.177,71.0218605,0.0,0.0,1.0,0.0,0
2023-04-13 12:48:54.177,70.50811615,0.0,0.0,1.0,0.0,0
2023-04-13 12:49:54.180,69.81085434,0.0,0.0,1.0,0.0,0
2023-04-13 12:50:54.180,68.96679153000001,0.0,0.0,1.0,0.0,0
2023-04-13 12:51:54.183,67.97593155000001,0.0,0.0,1.0,0.0,0
2023-04-13 12:52:54.183,67.0951828,0.0,0.0,1.0,0.0,0
2023-04-13 12:53:54.187,66.61812439,0.0,0.0,1.0,0.0,0
2023-04-13 12:54:54.187,66.17775192,0.0,0.0,1.0,0.0,0
2023-04-13 12:55:54.190,65.73737564000001,0.0,0.0,1.0,0.0,0
2023-04-13 12:56:54.190,65.26077499,0.0,0.0,1.0,0.0,0
2023-04-13 12:57:54.193,64.78528061,0.0,0.0,1.0,0.0,0
2023-04-13 12:58:54.197,64.34635773000001,0.0,0.0,1.0,0.0,0
2023-04-13 12:59:54.197,63.90743484000001,0.0,0.0,1.0,0.0,0
2023-04-13 13:00:54.197,63.761087800000006,0.0,0.0,1.0,0.0,0
2023-04-13 13:01:54.200,63.614771270000006,0.0,0.0,1.0,0.0,0
2023-04-13 13:02:54.200,63.541639710000005,0.0,0.0,1.0,0.0,0
2023-04-13 13:03:54.200,63.50507202000001,0.0,0.0,1.0,0.0,0
2023-04-13 13:04:54.203,63.541639710000005,0.0,0.0,1.0,0.0,0
2023-04-13 13:05:54.207,63.10271301,0.0,0.0,1.0,0.0,0
2023-04-13 13:06:54.207,62.77348175,0.0,0.0,1.0,0.0,0
2023-04-13 13:07:54.210,62.4808754,0.0,0.0,1.0,0.0,0
2023-04-13 13:08:54.210,62.224863430000006,0.0,0.0,1.0,0.0,0
2023-04-13 13:09:54.213,61.93225708000001,0.0,0.0,1.0,0.0,0
2023-04-13 13:10:54.213,61.639593510000005,0.0,0.0,1.0,0.0,0
2023-04-13 13:11:54.217,61.27387848000001,0.0,0.0,1.0,0.0,0
2023-04-13 13:12:54.217,60.908083340000005,0.0,0.0,1.0,0.0,0
2023-04-13 13:13:54.220,60.542292020000005,0.0,0.0,1.0,0.0,0
2023-04-13 13:14:54.220,60.249685670000005,0.0,0.0,1.0,0.0,0
2023-04-13 13:15:54.223,59.84732666000001,0.0,0.0,1.0,0.0,0
2023-04-13 13:16:54.227,59.48152771000001,0.0,0.0,1.0,0.0,0
2023-04-13 13:17:54.227,59.07916870000001,0.0,0.0,1.0,0.0,0
2023-04-13 13:18:54.230,58.676889800000005,0.0,0.0,0.0,0.0,1
2023-04-13 13:19:54.230,58.237966920000005,0.0,0.0,0.0,0.0,1
2023-04-13 13:20:54.233,57.725832370000006,0.0,0.0,0.0,0.0,1
2023-04-13 13:21:54.243,57.10401764000001,0.0,0.0,0.0,0.0,1
2023-04-13 13:22:54.247,56.51883163000001,0.0,0.0,0.0,0.0,1
2023-04-13 13:23:54.247,55.89699402000001,0.0,0.0,0.0,0.0,1
2023-04-13 13:24:54.250,55.311750790000005,0.0,0.0,0.0,0.0,1
2023-04-13 13:25:54.250,54.65335693000001,0.0,0.0,0.0,0.0,1
2023-04-13 13:26:54.250,54.1047348,0.0,0.0,0.0,0.0,1
2023-04-13 13:27:54.253,53.702368160000006,0.0,0.0,0.0,0.0,1
2023-04-13 13:28:54.253,53.226873780000005,0.0,0.0,0.0,0.0,1
2023-04-13 13:29:54.257,52.861082460000006,0.0,0.0,0.0,0.0,1
2023-04-13 13:30:54.257,52.78795471000001,0.0,0.0,0.0,0.0,1
2023-04-13 13:31:54.260,52.16614380000001,0.0,0.0,0.0,0.0,1
2023-04-13 13:32:54.260,51.03225555000001,0.0,0.0,0.0,0.0,1
2023-04-13 13:33:54.263,50.41044464000001,0.0,0.0,0.0,1.0,0
2023-04-13 13:34:54.263,49.971517940000005,0.0,0.0,0.0,1.0,0
2023-04-13 13:35:54.267,49.71547546000001,0.0,0.0,0.0,1.0,0
2023-04-13 13:36:54.267,49.422811890000006,0.0,0.0,0.0,1.0,0
2023-04-13 13:37:54.267,49.1667923,0.0,0.0,0.0,1.0,0
2023-04-13 13:38:54.270,48.98388519,0.0,0.0,0.0,1.0,0
2023-04-13 13:39:54.270,48.80100861,0.0,0.0,0.0,1.0,0
2023-04-13 13:40:54.273,48.69130554000001,0.0,0.0,0.0,1.0,0
2023-04-13 13:41:54.277,48.50839844000001,0.0,0.0,0.0,1.0,0
2023-04-13 13:42:54.277,48.43526306,0.0,0.0,0.0,1.0,0
2023-04-13 13:43:54.283,48.28894653,0.0,0.0,0.0,1.0,0
2023-04-13 13:44:54.287,48.10603943,0.0,0.0,0.0,1.0,0
2023-04-13 13:45:54.287,48.069464110000006,0.0,0.0,0.0,1.0,0
2023-04-13 13:46:54.290,48.10603943,0.0,0.0,0.0,1.0,0
2023-04-13 13:47:54.293,48.252386470000005,0.0,0.0,0.0,1.0,0
2023-04-13 13:48:54.293,48.43526306,0.0,0.0,0.0,1.0,0
2023-04-13 13:49:54.297,48.69130554000001,0.0,0.0,0.0,1.0,0
2023-04-13 13:50:54.297,48.98388519,0.0,0.0,0.0,1.0,0
2023-04-13 13:51:54.300,49.31311646,0.0,0.0,0.0,1.0,0
2023-04-13 13:52:54.300,49.71547546000001,0.0,0.0,0.0,1.0,0
2023-04-13 13:53:54.303,50.11778107000001,0.0,0.0,0.0,1.0,0
2023-04-13 13:54:54.303,50.52014008,0.0,0.0,0.0,1.0,0
2023-04-13 13:55:54.307,50.995634460000005,0.0,0.0,0.0,1.0,0
2023-04-13 13:56:54.307,52.202711490000006,0.0,0.0,0.0,1.0,0
2023-04-13 13:57:54.310,53.84871521000001,0.0,0.0,0.0,1.0,0
2023-04-13 13:58:54.310,55.23862305000001,0.0,0.0,0.0,1.0,0
2023-04-13 13:59:54.313,56.66509476,0.0,0.0,0.0,1.0,0
2023-04-13 14:00:54.317,58.05505600000001,0.0,0.0,0.0,1.0,0
2023-04-13 14:01:54.317,59.37183228000001,0.0,0.0,0.0,1.0,0
2023-04-13 14:02:54.317,60.615476990000005,0.0,0.0,0.0,1.0,0
2023-04-13 14:03:54.320,61.27387848000001,0.0,0.0,0.0,1.0,0
2023-04-13 14:04:54.323,61.56645813,0.0,0.0,0.0,1.0,0
2023-04-13 14:05:54.323,61.60302200000001,0.0,0.0,0.0,1.0,0
2023-04-13 14:06:54.327,61.49333038,0.0,0.0,0.0,1.0,0
2023-04-13 14:07:54.327,61.31044235,0.0,0.0,0.0,1.0,0
2023-04-13 14:08:54.330,61.054399870000005,0.0,0.0,0.0,0.0,1
2023-04-13 14:09:54.330,60.908083340000005,0.0,0.0,0.0,0.0,1
2023-04-13 14:10:54.333,60.72517624000001,0.0,0.0,0.0,0.0,1
2023-04-13 14:11:54.333,60.761740110000005,0.0,0.0,0.0,0.0,1
2023-04-13 14:12:54.337,60.7983078,0.0,0.0,0.0,0.0,1
2023-04-13 14:13:54.340,60.7983078,0.0,0.0,0.0,0.0,1
2023-04-13 14:14:54.340,60.944654850000006,0.0,0.0,0.0,0.0,1
2023-04-13 14:15:54.340,61.01778259000001,0.0,0.0,0.0,0.0,1
2023-04-13 14:16:54.343,61.12753525000001,0.0,0.0,0.0,0.0,1
2023-04-13 14:17:54.347,61.23723450000001,0.0,0.0,0.0,0.0,1
2023-04-13 14:18:54.347,61.34701385000001,0.0,0.0,0.0,0.0,1
2023-04-13 14:19:54.350,61.01778259000001,0.0,0.0,0.0,0.0,1
2023-04-13 14:20:54.350,60.50572815000001,0.0,0.0,0.0,0.0,1
2023-04-13 14:21:54.353,59.810762790000005,0.0,0.0,0.0,0.0,1
2023-04-13 14:22:54.353,59.04260483,0.0,0.0,0.0,0.0,1
2023-04-13 14:23:54.357,58.384230040000006,0.0,0.0,0.0,0.0,1
2023-04-13 14:24:54.357,57.872175600000006,0.0,0.0,0.0,0.0,1
2023-04-13 14:25:54.360,57.46981659000001,0.0,0.0,0.0,0.0,1
2023-04-13 14:26:54.363,57.10401764000001,0.0,0.0,0.0,0.0,1
2023-04-13 14:27:54.367,56.738283540000005,0.0,0.0,0.0,0.0,1
2023-04-13 14:28:54.367,56.445616150000006,0.0,0.0,0.0,0.0,1
2023-04-13 14:29:54.370,56.11647263,0.0,0.0,0.0,0.0,1
2023-04-13 14:30:54.373,55.860430150000006,0.0,0.0,0.0,0.0,1
2023-04-13 14:31:54.373,55.60441437,0.0,0.0,0.0,0.0,1
2023-04-13 14:32:54.377,55.275190730000006,1.0,0.0,0.0,0.0,0
2023-04-13 14:33:54.377,55.055715940000006,1.0,0.0,0.0,0.0,0
2023-04-13 14:34:54.380,54.90939178000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:35:54.383,54.287641910000005,1.0,0.0,0.0,0.0,0
2023-04-13 14:36:54.383,53.88528290000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:37:54.387,53.51948395000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:38:54.387,53.11713257,1.0,0.0,0.0,0.0,0
2023-04-13 14:39:54.387,52.714765930000006,1.0,0.0,0.0,0.0,0
2023-04-13 14:40:54.390,52.27584686000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:41:54.393,51.91010132,1.0,0.0,0.0,0.0,0
2023-04-13 14:42:54.393,51.76378479,1.0,0.0,0.0,0.0,0
2023-04-13 14:43:54.403,52.05636444,1.0,0.0,0.0,0.0,0
2023-04-13 14:44:54.407,52.01980438,1.0,0.0,0.0,0.0,0
2023-04-13 14:45:54.407,51.94666901000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:46:54.410,51.80035248000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:47:54.410,51.690657040000005,1.0,0.0,0.0,0.0,0
2023-04-13 14:48:54.413,51.54430237,1.0,0.0,0.0,0.0,0
2023-04-13 14:49:54.417,51.58087769000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:50:54.417,51.76378479,1.0,0.0,0.0,0.0,0
2023-04-13 14:51:54.420,51.94666901000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:52:54.420,52.09293213000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:53:54.423,52.239271550000005,1.0,0.0,0.0,0.0,0
2023-04-13 14:54:54.427,52.31240692000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:55:54.427,52.82451477000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:56:54.427,54.17786255000001,1.0,0.0,0.0,0.0,0
2023-04-13 14:57:54.430,55.787245180000006,1.0,0.0,0.0,0.0,0
2023-04-13 14:58:54.430,57.433252720000006,1.0,0.0,0.0,0.0,0
2023-04-13 14:59:54.433,58.93290558000001,1.0,0.0,0.0,0.0,0
2023-04-13 15:00:54.433,60.21311417,1.0,0.0,0.0,0.0,0
2023-04-13 15:01:54.437,61.60302200000001,1.0,0.0,0.0,0.0,0
2023-04-13 15:02:54.437,62.73691788000001,1.0,0.0,0.0,0.0,0
2023-04-13 15:03:54.440,63.541639710000005,1.0,0.0,0.0,0.0,0
2023-04-13 15:04:54.443,63.761087800000006,1.0,0.0,0.0,0.0,0
2023-04-13 15:05:54.447,63.72452011000001,1.0,0.0,0.0,0.0,0
2023-04-13 15:06:54.450,63.614771270000006,1.0,0.0,0.0,0.0,0
2023-04-13 15:07:54.450,63.57820358000001,0.0,0.0,0.0,0.0,1
2023-04-13 15:08:54.453,63.65133514,0.0,0.0,0.0,0.0,1
2023-04-13 15:09:54.457,63.614771270000006,0.0,0.0,0.0,0.0,1
2023-04-13 15:10:54.457,63.687956240000005,0.0,0.0,0.0,0.0,1
2023-04-13 15:11:54.460,63.72452011000001,0.0,0.0,0.0,0.0,1
2023-04-13 15:12:54.460,63.834219360000006,0.0,0.0,0.0,0.0,1
2023-04-13 15:13:54.460,64.01712646000001,0.0,0.0,0.0,0.0,1
2023-04-13 15:14:54.463,64.12688293000001,0.0,0.0,0.0,0.0,1
2023-04-13 15:15:54.463,64.30970612,0.0,0.0,0.0,0.0,1
2023-04-13 15:16:54.467,64.30970612,0.0,0.0,0.0,0.0,1
2023-04-13 15:17:54.467,64.52918854,0.0,0.0,0.0,0.0,1
2023-04-13 15:18:54.470,64.63893738,0.0,0.0,0.0,0.0,1
2023-04-13 15:19:54.473,64.8218483,0.0,0.0,0.0,0.0,1
2023-04-13 15:20:54.473,65.07786026000001,0.0,0.0,0.0,0.0,1
2023-04-13 15:21:54.477,65.29734268000001,0.0,0.0,0.0,0.0,1
2023-04-13 15:22:54.477,65.55385818,0.0,1.0,0.0,0.0,0
2023-04-13 15:23:54.477,65.44380417,0.0,1.0,0.0,0.0,0
2023-04-13 15:24:54.480,64.96811142000001,0.0,1.0,0.0,0.0,0
2023-04-13 15:25:54.483,65.07786026000001,0.0,1.0,0.0,0.0,0
2023-04-13 15:26:54.483,64.78528061,0.0,1.0,0.0,0.0,0
2023-04-13 15:27:54.487,64.67550507000001,0.0,1.0,0.0,0.0,0
2023-04-13 15:28:54.490,64.78528061,0.0,1.0,0.0,0.0,0
2023-04-13 15:29:54.490,64.78528061,0.0,1.0,0.0,0.0,0
2023-04-13 15:30:54.493,64.89497986,0.0,1.0,0.0,0.0,0
2023-04-13 15:31:54.507,65.11442795,0.0,1.0,0.0,0.0,0
2023-04-13 15:32:54.510,65.18755951,0.0,1.0,0.0,0.0,0
2023-04-13 15:33:54.510,64.63893738,0.0,1.0,0.0,0.0,0
2023-04-13 15:34:54.513,64.38292542,0.0,1.0,0.0,0.0,0
2023-04-13 15:35:54.513,64.34635773000001,0.0,1.0,0.0,0.0,0
2023-04-13 15:36:54.517,64.56580582000001,0.0,1.0,0.0,0.0,0
2023-04-13 15:37:54.517,64.89497986,0.0,1.0,0.0,0.0,0
2023-04-13 15:38:54.520,65.07786026000001,0.0,1.0,0.0,0.0,0
2023-04-13 15:39:54.520,65.48049011,0.0,1.0,0.0,0.0,0
2023-04-13 15:40:54.523,66.06760635,0.0,1.0,0.0,0.0,0
2023-04-13 15:41:54.527,66.61812439,0.0,1.0,0.0,0.0,0
2023-04-13 15:42:54.533,67.02181091,0.0,1.0,0.0,0.0,0
2023-04-13 15:43:54.537,67.38872757,0.0,1.0,0.0,0.0,0
2023-04-13 15:44:54.537,67.75573196,0.0,1.0,0.0,0.0,0
2023-04-13 15:45:54.540,68.12272873,0.0,1.0,0.0,0.0,0
2023-04-13 15:46:54.543,68.48972931,0.0,1.0,0.0,0.0,0
2023-04-13 15:47:54.547,69.00347748,0.0,1.0,0.0,0.0,0
2023-04-13 15:48:54.547,69.22368088,0.0,1.0,0.0,0.0,0
2023-04-13 15:49:54.550,69.40716400000001,0.0,1.0,0.0,0.0,0
2023-04-13 15:50:54.550,69.59068146000001,0.0,1.0,0.0,0.0,0
2023-04-13 15:51:54.553,69.73742523000001,0.0,1.0,0.0,0.0,0
2023-04-13 15:52:54.557,69.84753647000001,0.0,1.0,0.0,0.0,0
2023-04-13 15:53:54.557,69.95759811,0.0,1.0,0.0,0.0,0
2023-04-13 15:54:54.560,70.06773987,0.0,1.0,0.0,0.0,0
2023-04-13 15:55:54.560,70.21448364,0.0,1.0,0.0,0.0,0
2023-04-13 15:56:54.563,70.43465652,0.0,1.0,0.0,0.0,0
2023-04-13 15:57:54.563,70.65485992,0.0,0.0,0.0,0.0,1
2023-04-13 15:58:54.567,70.69159927000001,0.0,0.0,0.0,0.0,1
2023-04-13 15:59:54.567,70.58148804000001,0.0,0.0,0.0,0.0,1
2023-04-13 16:00:54.570,70.72828903000001,0.0,0.0,0.0,0.0,1
2023-04-13 16:01:54.570,70.50811615,0.0,0.0,0.0,0.0,1
2023-04-13 16:02:54.573,70.72828903000001,0.0,0.0,0.0,0.0,1
2023-04-13 16:03:54.577,70.76497116,0.0,0.0,0.0,0.0,1
2023-04-13 16:04:54.577,70.91180267000001,0.0,0.0,0.0,0.0,1
2023-04-13 16:05:54.577,70.65485992,0.0,0.0,0.0,0.0,1
2023-04-13 16:06:54.577,70.80166092,0.0,0.0,0.0,0.0,1
2023-04-13 16:07:54.580,70.69159927000001,0.0,0.0,0.0,0.0,1
2023-04-13 16:08:54.583,70.87503281000001,0.0,0.0,0.0,0.0,1
2023-04-13 16:09:54.587,70.98517075000001,0.0,0.0,0.0,0.0,1
2023-04-13 16:10:54.587,71.0218605,0.0,0.0,0.0,0.0,1
2023-04-13 16:11:54.587,71.05854263,0.0,0.0,0.0,0.0,1
2023-04-13 16:12:54.590,71.0218605,0.0,0.0,1.0,0.0,0
2023-04-13 16:13:54.590,71.60903397000001,0.0,0.0,1.0,0.0,0
2023-04-13 16:14:54.593,72.48978271,0.0,0.0,1.0,0.0,0
2023-04-13 16:15:54.597,72.48978271,0.0,0.0,1.0,0.0,0
2023-04-13 16:16:54.597,72.26960983000001,0.0,0.0,1.0,0.0,0
2023-04-13 16:17:54.600,72.04940643,0.0,0.0,1.0,0.0,0
2023-04-13 16:18:54.600,71.90260544,0.0,0.0,1.0,0.0,0
2023-04-13 16:19:54.603,71.86592331,0.0,0.0,1.0,0.0,0
2023-04-13 16:20:54.603,72.04940643,0.0,0.0,1.0,0.0,0
2023-04-13 16:21:54.603,72.19615021000001,0.0,0.0,1.0,0.0,0
2023-04-13 16:22:54.607,72.85672607000001,0.0,0.0,1.0,0.0,0
2023-04-13 16:23:54.607,73.29710236000001,0.0,0.0,1.0,0.0,0
2023-04-13 16:24:54.610,73.15035477,0.0,0.0,1.0,0.0,0
2023-04-13 16:25:54.610,72.93015518,0.0,0.0,1.0,0.0,0
2023-04-13 16:26:54.627,73.22373047,0.0,0.0,1.0,0.0,0
2023-04-13 16:27:54.627,73.29710236000001,0.0,0.0,1.0,0.0,0
2023-04-13 16:28:54.627,73.37052765,0.0,0.0,1.0,0.0,0
2023-04-13 16:29:54.630,73.84758987000001,0.0,0.0,1.0,0.0,0
2023-04-13 16:30:54.630,74.10447540000001,0.0,0.0,1.0,0.0,0
2023-04-13 16:31:54.633,74.58153763,0.0,0.0,1.0,0.0,0
2023-04-13 16:32:54.633,74.91185226,0.0,0.0,1.0,0.0,0
2023-04-13 16:33:54.637,75.13202515,0.0,0.0,1.0,0.0,0
2023-04-13 16:34:54.637,75.13202515,0.0,0.0,1.0,0.0,0
2023-04-13 16:35:54.640,75.38890686,0.0,0.0,1.0,0.0,0
2023-04-13 16:36:54.643,75.42559662000001,0.0,0.0,1.0,0.0,0
2023-04-13 16:37:54.643,75.93939819,0.0,0.0,1.0,0.0,0
2023-04-13 16:38:54.647,76.12282791000001,0.0,0.0,1.0,0.0,0
